number_of_reviews,calculated_host_listings_count,neighbourhood_group,room_type,price
0.01289134438305709,0.037267080745341616,0.25,0.5,153
0.003683241252302026,0.0031055900621118036,0.0,0.5,210
0.0,0.015527950310559004,0.25,0.0,166
0.003683241252302026,0.0031055900621118036,0.5,0.0,60
0.003683241252302026,0.14596273291925466,0.25,0.5,125
0.0,0.0031055900621118036,0.0,1.0,45
0.0055248618784530384,1.0,0.25,0.5,210
0.003683241252302026,0.0,0.5,0.0,95
0.016574585635359115,0.02484472049689441,0.25,0.0,198
0.053406998158379376,0.0031055900621118036,0.25,0.0,40
0.029465930018416207,0.0031055900621118036,0.25,0.0,50
0.001841620626151013,0.14596273291925466,0.0,0.5,129
0.16390423572744015,0.07142857142857142,0.0,0.5,199
0.0,0.0,0.0,0.0,39
0.08839779005524862,0.006211180124223604,0.5,0.5,398
0.0,0.009316770186335404,0.25,0.0,50
0.0,0.05590062111801242,0.25,0.5,195
0.001841620626151013,0.0031055900621118036,0.25,0.0,37
0.01841620626151013,0.0,0.25,0.5,133
0.003683241252302026,0.0,0.25,0.0,44
0.0,0.0031055900621118036,0.25,0.5,200
0.0055248618784530384,0.02484472049689441,0.0,0.0,38
0.0,0.009316770186335404,0.5,0.0,35
0.003683241252302026,0.009316770186335404,0.25,0.0,109
0.003683241252302026,0.08074534161490682,0.25,0.5,150
0.10313075506445672,0.0,0.0,0.5,320
0.0,0.027950310559006212,0.0,0.0,64
0.03130755064456722,0.0031055900621118036,0.25,0.0,116
0.001841620626151013,0.08074534161490682,0.25,0.5,110
0.0,0.0,0.25,0.5,99
0.03683241252302026,0.009316770186335404,0.25,0.0,209
0.0,0.009316770186335404,0.25,0.0,82
0.01289134438305709,1.0,0.25,0.5,235
0.001841620626151013,0.031055900621118012,0.5,0.5,115
0.23204419889502764,0.0,0.0,1.0,45
0.003683241252302026,0.30434782608695654,0.25,0.0,40
0.009208103130755065,0.006211180124223604,0.0,0.5,120
0.022099447513812154,0.027950310559006212,0.25,0.5,115
0.06629834254143646,0.009316770186335404,0.0,0.0,59
0.016574585635359115,0.0031055900621118036,0.25,0.5,750
0.03867403314917127,0.0,0.5,0.0,50
0.0,0.0031055900621118036,0.5,0.0,99
0.35174953959484345,0.0031055900621118036,0.5,0.0,65
0.003683241252302026,0.13043478260869565,0.25,0.0,65
0.014732965009208104,1.0,0.25,0.5,498
0.0994475138121547,0.06521739130434782,0.25,0.0,95
0.01841620626151013,0.009316770186335404,0.0,0.5,80
0.1141804788213628,0.0031055900621118036,0.0,0.0,100
0.0,1.0,0.25,0.5,468
0.0,0.009316770186335404,0.25,0.5,115
0.07734806629834254,0.0,0.25,0.0,98
0.016574585635359115,0.012422360248447204,0.25,0.0,100
0.009208103130755065,0.13975155279503104,0.25,0.5,170
0.0,0.28260869565217395,0.25,0.5,164
0.0,0.05590062111801242,0.5,0.0,34
0.04604051565377532,0.018633540372670804,0.25,0.5,140
0.01289134438305709,0.0,0.5,0.0,60
0.0,0.0,0.25,0.5,200
0.0055248618784530384,0.07453416149068322,0.25,0.5,130
0.020257826887661142,0.0,0.25,0.0,72
0.0,0.0,0.0,0.0,58
0.02394106813996317,0.043478260869565216,0.25,0.5,95
0.027624309392265196,0.0031055900621118036,0.0,0.0,180
0.003683241252302026,0.049689440993788817,0.0,0.5,172
0.022099447513812154,0.006211180124223604,0.5,0.0,200
0.0055248618784530384,0.2670807453416149,0.25,0.5,142
0.007366482504604052,0.02484472049689441,0.0,0.0,117
0.06998158379373849,0.043478260869565216,0.25,0.5,98
0.4972375690607735,0.0,0.0,0.0,85
0.06261510128913444,0.009316770186335404,0.0,0.0,169
0.0,0.05590062111801242,0.5,0.0,34
0.0,0.018633540372670804,0.25,0.5,718
0.0,0.7049689440993788,0.25,0.5,238
0.011049723756906077,0.0031055900621118036,0.5,1.0,30
0.009208103130755065,0.04037267080745341,0.5,0.0,39
0.009208103130755065,0.0,0.25,0.5,125
0.003683241252302026,0.36024844720496896,0.25,0.5,169
0.001841620626151013,0.28260869565217395,0.25,0.5,175
0.001841620626151013,0.0031055900621118036,0.0,0.5,475
0.011049723756906077,0.015527950310559004,0.0,1.0,50
0.02394106813996317,0.027950310559006212,0.25,0.5,75
0.0,0.0031055900621118036,0.0,1.0,40
0.03683241252302026,0.009316770186335404,0.0,0.0,95
0.0,0.006211180124223604,0.25,0.0,100
0.001841620626151013,0.06211180124223602,0.0,0.0,48
0.0,0.0,0.5,0.5,145
0.06998158379373849,0.006211180124223604,0.25,1.0,75
0.0,0.18633540372670807,0.25,0.5,190
0.001841620626151013,0.015527950310559004,0.25,0.0,250
0.0,0.36024844720496896,0.25,0.5,239
0.0,0.7049689440993788,0.25,0.5,229
0.0,0.2546583850931677,0.25,0.5,278
0.11602209944751382,0.0,0.5,1.0,75
0.0,0.009316770186335404,0.25,0.5,900
0.17679558011049723,0.0,0.5,0.0,50
0.01841620626151013,0.0031055900621118036,0.0,0.0,135
0.04419889502762431,0.07142857142857142,0.0,0.5,199
0.001841620626151013,0.2546583850931677,0.25,0.5,167
0.0865561694290976,0.0,0.5,0.0,40
0.02394106813996317,0.02484472049689441,0.0,0.0,51
0.0,0.08385093167701863,0.25,0.0,60
0.01841620626151013,0.0,0.0,0.0,54
0.020257826887661142,0.006211180124223604,0.5,0.0,53
0.0055248618784530384,0.2670807453416149,0.25,0.5,159
0.011049723756906077,0.06211180124223602,0.25,0.5,190
0.001841620626151013,0.02173913043478261,0.0,0.0,35
0.001841620626151013,0.031055900621118012,0.5,0.0,37
0.014732965009208104,0.04037267080745341,0.5,0.0,38
0.001841620626151013,0.04037267080745341,0.5,0.0,38
0.0,1.0,0.25,0.5,137
0.0,0.0,0.0,0.0,90
0.0,0.18633540372670807,0.25,0.5,235
0.007366482504604052,0.015527950310559004,0.25,0.0,49
0.04788213627992634,0.009316770186335404,0.0,0.0,40
0.001841620626151013,0.009316770186335404,0.0,1.0,29
0.02578268876611418,0.0,0.0,1.0,25
0.0,0.28260869565217395,0.25,0.5,254
0.06998158379373849,0.0031055900621118036,0.0,0.0,68
0.003683241252302026,0.02173913043478261,0.25,0.0,699
0.0,0.28260869565217395,0.25,0.5,245
0.0,0.07142857142857142,0.25,1.0,33
0.0,0.08695652173913043,0.0,1.0,119
0.040515653775322284,0.006211180124223604,0.5,0.5,159
0.01289134438305709,0.13664596273291924,0.25,0.5,699
0.011049723756906077,0.009316770186335404,0.25,0.0,209
0.0,0.009316770186335404,0.25,0.5,309
0.0,0.14596273291925466,0.25,0.5,115
0.011049723756906077,0.10559006211180123,0.25,0.5,185
0.0,0.08695652173913043,0.25,0.5,163
0.3406998158379374,0.0,0.25,0.5,190
0.01289134438305709,0.012422360248447204,0.0,0.5,110
0.0,1.0,0.25,0.5,124
0.0055248618784530384,1.0,0.25,0.5,227
0.007366482504604052,0.027950310559006212,0.25,0.5,145
0.0,0.07142857142857142,0.25,0.0,73
0.009208103130755065,0.009316770186335404,0.0,0.0,40
0.0055248618784530384,0.2546583850931677,0.25,0.5,229
0.0,0.006211180124223604,1.0,0.0,39
0.03683241252302026,0.0031055900621118036,0.0,0.5,68
0.0,0.18633540372670807,0.25,0.5,255
0.014732965009208104,0.006211180124223604,0.25,1.0,60
0.009208103130755065,0.027950310559006212,0.25,0.5,175
0.020257826887661142,0.0,0.0,0.0,86
0.07550644567219153,0.006211180124223604,0.0,0.0,99
0.0,0.0,0.25,0.0,99
0.0055248618784530384,0.0,0.0,0.0,50
0.014732965009208104,0.012422360248447204,0.0,0.5,139
0.0055248618784530384,0.006211180124223604,0.25,0.5,140
0.16574585635359115,0.012422360248447204,0.5,0.0,35
0.0,0.006211180124223604,1.0,0.0,90
0.003683241252302026,0.14596273291925466,0.0,0.5,149
0.007366482504604052,0.11801242236024845,0.0,0.0,47
0.029465930018416207,0.0,0.25,0.5,129
0.009208103130755065,0.0,0.25,0.5,250
0.0,0.009316770186335404,0.25,0.5,150
0.016574585635359115,0.037267080745341616,0.0,0.0,129
0.0,0.0031055900621118036,0.0,0.0,33
0.003683241252302026,0.11801242236024845,0.0,0.0,48
0.020257826887661142,0.037267080745341616,0.0,1.0,24
0.0,0.012422360248447204,0.0,0.0,38
0.020257826887661142,0.0,0.0,0.5,245
0.003683241252302026,0.36024844720496896,0.25,0.5,239
0.011049723756906077,0.2670807453416149,0.25,0.5,125
0.007366482504604052,0.02173913043478261,0.25,0.5,140
0.04788213627992634,0.037267080745341616,0.0,0.0,119
0.0,0.7049689440993788,0.25,0.5,241
0.007366482504604052,0.08074534161490682,0.25,0.5,125
0.011049723756906077,1.0,0.25,0.5,188
0.0,0.08695652173913043,0.25,0.5,300
0.0,0.015527950310559004,1.0,0.0,79
0.03867403314917127,0.09006211180124223,0.0,1.0,38
0.0865561694290976,0.0031055900621118036,0.0,0.0,90
0.022099447513812154,0.0031055900621118036,0.25,0.0,99
0.0,0.015527950310559004,0.25,0.0,250
0.09208103130755065,0.012422360248447204,0.5,0.0,70
0.003683241252302026,0.14596273291925466,0.0,0.5,129
0.007366482504604052,0.018633540372670804,0.25,0.0,69
0.014732965009208104,0.02173913043478261,0.25,0.0,369
0.053406998158379376,0.006211180124223604,0.75,0.0,33
0.01289134438305709,0.02173913043478261,0.0,0.0,35
0.0,0.0031055900621118036,0.25,0.5,299
0.007366482504604052,0.30434782608695654,0.25,0.0,56
0.001841620626151013,0.36024844720496896,0.25,0.5,239
0.011049723756906077,0.13043478260869565,0.25,0.0,55
0.03314917127071823,0.06521739130434782,0.0,0.0,45
0.007366482504604052,0.08695652173913043,0.25,0.5,179
0.003683241252302026,0.28260869565217395,0.25,0.0,135
0.007366482504604052,0.0,0.25,0.0,80
0.016574585635359115,0.14596273291925466,0.0,0.5,129
0.016574585635359115,0.09006211180124223,0.0,1.0,36
0.01289134438305709,0.13043478260869565,0.25,0.0,80
0.06261510128913444,0.0,0.0,0.0,49
0.011049723756906077,0.13043478260869565,0.25,0.0,62
0.01289134438305709,0.0,0.25,0.0,78
0.0,0.006211180124223604,0.0,0.5,120
0.01841620626151013,0.006211180124223604,0.0,0.0,60
0.034990791896869246,0.009316770186335404,0.25,0.0,45
0.0055248618784530384,0.13975155279503104,0.25,0.5,150
0.03683241252302026,0.037267080745341616,0.0,0.0,119
0.11970534069981584,0.02173913043478261,0.0,0.0,54
0.03867403314917127,0.009316770186335404,0.0,0.0,65
0.0,0.36024844720496896,0.25,0.5,369
0.003683241252302026,1.0,0.25,0.5,229
0.03867403314917127,0.02484472049689441,0.0,0.0,189
0.04419889502762431,0.0031055900621118036,0.0,0.0,79
0.03130755064456722,0.07763975155279502,0.25,0.0,199
0.05156537753222836,0.012422360248447204,0.5,0.0,89
0.007366482504604052,0.009316770186335404,0.5,0.0,45
0.003683241252302026,0.031055900621118012,0.5,0.0,32
0.001841620626151013,0.30434782608695654,0.5,0.0,37
0.007366482504604052,0.043478260869565216,0.25,0.5,68
0.0,0.7049689440993788,0.25,0.5,396
0.06077348066298343,0.0,0.0,0.0,75
0.06261510128913444,0.02173913043478261,0.25,0.5,339
0.0,1.0,0.25,0.5,135
0.03683241252302026,0.0031055900621118036,0.25,1.0,45
0.001841620626151013,0.2546583850931677,0.25,0.5,200
0.17495395948434622,0.0031055900621118036,0.25,0.0,116
0.0,1.0,0.25,0.5,187
0.009208103130755065,0.11801242236024845,0.5,0.0,38
0.0,0.7049689440993788,0.25,0.5,316
0.0,0.0031055900621118036,0.25,0.5,400
0.0,1.0,0.25,0.5,227
0.2983425414364641,0.018633540372670804,0.25,0.0,245
0.06629834254143646,0.009316770186335404,0.25,0.5,219
0.020257826887661142,0.02484472049689441,1.0,0.5,155
0.003683241252302026,0.02173913043478261,0.25,0.5,250
0.0,0.28260869565217395,0.25,0.5,220
0.0,0.009316770186335404,1.0,1.0,60
0.001841620626151013,0.0,0.0,0.0,50
0.15469613259668508,0.02173913043478261,0.25,0.0,85
0.009208103130755065,0.04658385093167701,0.25,0.5,130
0.01289134438305709,0.08695652173913043,0.25,0.5,189
0.0,1.0,0.25,0.5,137
0.009208103130755065,0.018633540372670804,0.25,0.0,191
0.0,0.13664596273291924,0.25,0.5,198
0.0,0.04037267080745341,0.5,0.0,165
0.027624309392265196,0.02484472049689441,1.0,0.5,250
0.0,0.08385093167701863,0.25,0.0,60
0.003683241252302026,0.037267080745341616,0.0,0.0,47
0.0,0.015527950310559004,0.25,0.0,146
0.0,0.7049689440993788,0.25,0.5,232
0.0,0.0031055900621118036,0.0,0.5,400
0.001841620626151013,0.2546583850931677,0.25,0.5,245
0.0,0.02173913043478261,0.25,0.5,1145
0.01289134438305709,0.009316770186335404,0.0,0.0,80
0.0,0.009316770186335404,0.25,0.5,150
0.011049723756906077,0.2670807453416149,0.25,0.5,142
0.0055248618784530384,0.0,0.25,0.0,99
0.009208103130755065,0.018633540372670804,0.0,0.0,59
0.014732965009208104,0.0,0.0,0.0,58
0.02394106813996317,0.0,0.25,0.0,73
0.1712707182320442,0.031055900621118012,0.0,0.0,60
0.0,0.015527950310559004,0.25,0.0,325
0.001841620626151013,0.031055900621118012,0.25,0.0,100
0.0055248618784530384,1.0,0.25,0.5,229
0.0,0.28260869565217395,0.25,0.5,190
0.016574585635359115,0.0031055900621118036,0.0,0.0,79
0.01289134438305709,0.0,0.25,0.0,150
0.011049723756906077,0.10559006211180123,0.25,0.5,200
0.001841620626151013,0.7049689440993788,0.25,0.5,312
0.0055248618784530384,0.0,0.0,0.5,125
0.003683241252302026,0.28260869565217395,0.25,0.5,182
0.0,1.0,0.25,0.5,100
0.4548802946593002,0.0031055900621118036,0.25,0.0,70
0.0055248618784530384,1.0,0.25,0.5,235
0.022099447513812154,0.012422360248447204,0.25,1.0,85
0.0,0.28260869565217395,0.25,0.5,239
0.0055248618784530384,0.0,0.25,0.5,189
0.027624309392265196,0.0,0.5,0.5,98
0.0,0.7049689440993788,0.25,0.5,271
0.009208103130755065,0.015527950310559004,0.25,0.5,250
0.0,0.7049689440993788,0.25,0.5,252
0.040515653775322284,0.0031055900621118036,0.25,1.0,45
0.01289134438305709,0.0,0.0,1.0,40
0.0,0.08385093167701863,0.25,0.0,58
0.0423572744014733,0.0,0.0,0.0,50
0.0,0.7049689440993788,0.25,0.5,303
0.053406998158379376,0.006211180124223604,1.0,1.0,28
0.0,0.0,0.0,0.0,95
0.15469613259668508,0.0,0.0,0.0,33
0.03867403314917127,0.006211180124223604,0.0,0.0,65
0.009208103130755065,0.0031055900621118036,0.0,0.0,75
0.053406998158379376,0.0,0.25,0.5,199
0.0055248618784530384,1.0,0.25,0.5,432
0.003683241252302026,0.027950310559006212,0.0,0.0,50
0.0,0.2546583850931677,0.25,0.5,179
0.009208103130755065,0.006211180124223604,0.75,0.5,100
0.016574585635359115,0.03416149068322981,0.25,0.5,135
0.0,0.04658385093167701,0.25,0.0,219
0.001841620626151013,0.0,0.25,0.5,750
0.040515653775322284,0.0031055900621118036,0.25,0.0,99
0.0,1.0,0.25,0.5,215
0.001841620626151013,0.0,0.25,0.0,85
0.03130755064456722,0.037267080745341616,0.0,1.0,32
0.02394106813996317,0.031055900621118012,0.25,0.5,99
0.0,0.7049689440993788,0.25,0.5,358
0.0,0.36024844720496896,0.25,0.5,302
0.18047882136279927,0.009316770186335404,0.5,0.0,30
0.01289134438305709,0.10559006211180123,0.25,0.5,195
0.0055248618784530384,0.049689440993788817,0.0,0.5,165
0.02578268876611418,0.10559006211180123,0.25,0.5,350
0.001841620626151013,0.015527950310559004,0.25,0.0,230
0.0,0.7049689440993788,0.25,0.5,242
0.009208103130755065,0.06211180124223602,0.25,0.5,190
0.0055248618784530384,0.2670807453416149,0.25,0.5,159
0.0,0.08695652173913043,0.25,0.5,139
0.027624309392265196,0.015527950310559004,0.5,0.0,79
0.2117863720073665,0.0031055900621118036,0.5,0.0,289
0.058931860036832415,0.0,0.0,0.0,40
0.0,0.031055900621118012,0.25,0.0,100
0.029465930018416207,0.0,0.5,1.0,45
0.02394106813996317,0.02484472049689441,0.25,0.5,200
0.0,0.04037267080745341,0.5,0.0,165
0.15285451197053407,0.0031055900621118036,0.5,0.0,60
0.058931860036832415,0.0,0.5,0.0,37
0.0,0.027950310559006212,0.25,0.0,475
0.011049723756906077,0.0031055900621118036,0.5,0.5,88
0.022099447513812154,1.0,0.25,0.5,234
0.016574585635359115,0.08695652173913043,0.25,0.5,235
0.0,0.7049689440993788,0.25,0.5,224
0.016574585635359115,0.14596273291925466,0.0,0.5,149
0.011049723756906077,0.006211180124223604,0.0,0.0,50
0.0,0.08695652173913043,0.0,0.0,119
0.014732965009208104,0.08074534161490682,0.25,0.5,98
0.0,0.05590062111801242,0.25,0.5,220
0.07734806629834254,0.009316770186335404,0.25,1.0,99
0.001841620626151013,0.36024844720496896,0.25,0.5,249
0.04788213627992634,0.0031055900621118036,0.0,0.5,100
0.0,0.04037267080745341,0.25,0.5,748
0.0,0.28260869565217395,0.25,0.5,239
0.001841620626151013,0.07142857142857142,0.25,1.0,32
0.0055248618784530384,0.027950310559006212,0.25,0.5,155
0.016574585635359115,0.006211180124223604,0.5,0.0,100
0.1694290976058932,0.0031055900621118036,0.5,0.0,60
0.0,0.02173913043478261,0.25,0.5,3518
0.2136279926335175,0.0,0.25,0.5,122
0.0,0.2546583850931677,0.25,0.5,257
0.2983425414364641,0.02173913043478261,0.25,0.0,85
0.0,0.7049689440993788,0.25,0.5,309
0.11786372007366483,0.02173913043478261,0.0,0.0,64
0.0,0.36024844720496896,0.25,0.5,1170
0.0,0.14596273291925466,0.0,0.5,129
0.08839779005524862,0.0,0.25,0.0,73
0.003683241252302026,0.30434782608695654,0.25,0.0,36
0.0055248618784530384,0.0,0.25,0.0,999
0.0,0.0031055900621118036,0.5,1.0,40
0.022099447513812154,0.07763975155279502,0.25,0.0,179
0.1141804788213628,0.012422360248447204,0.25,1.0,49
0.001841620626151013,0.28260869565217395,0.25,0.5,177
0.07918968692449356,0.018633540372670804,0.25,0.5,140
0.020257826887661142,0.09006211180124223,0.25,0.5,140
0.034990791896869246,0.0,0.0,0.5,155
0.04419889502762431,0.006211180124223604,0.0,0.0,55
0.0,0.14596273291925466,0.0,0.5,159
0.0,0.11801242236024845,0.0,0.0,54
0.001841620626151013,0.28260869565217395,0.25,0.5,390
0.0055248618784530384,0.018633540372670804,0.25,0.0,425
0.0,0.08074534161490682,0.25,0.5,155
0.6022099447513812,0.006211180124223604,0.0,0.0,69
0.0,0.006211180124223604,0.0,0.0,77
